Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
24,70000,OWN,4.0,VENTURE,8000,15.95,0,0.11,Y,2
23,70000,MORTGAGE,7.0,PERSONAL,6000,7.51,0,0.09,N,2
23,39000,RENT,2.0,PERSONAL,10000,15.2,1,0.26,Y,3
24,45000,RENT,1.0,EDUCATION,10000,6.54,0,0.22,N,3
24,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,11.36,0,0.17,N,4
26,70000,MORTGAGE,10.0,DEBTCONSOLIDATION,2500,10.99,0,0.04,N,3
22,45000,RENT,4.0,EDUCATION,10000,7.51,0,0.22,N,2
24,45000,RENT,3.0,DEBTCONSOLIDATION,10000,7.51,0,0.22,N,2
26,70000,MORTGAGE,10.0,EDUCATION,5000,9.88,0,0.07,N,4
22,39000,RENT,2.0,PERSONAL,10000,16.07,1,0.26,Y,2
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,10000,,0,0.14,N,4
22,70000,MORTGAGE,6.0,EDUCATION,6000,7.14,0,0.09,N,4
25,70000,OWN,4.0,HOMEIMPROVEMENT,12000,14.59,0,0.17,N,2
26,70000,MORTGAGE,5.0,PERSONAL,4500,7.51,0,0.06,N,4
22,45000,RENT,3.0,PERSONAL,10000,17.93,0,0.22,Y,2
21,45000,RENT,3.0,EDUCATION,10000,10.25,0,0.22,N,2
24,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,16000,10.62,0,0.23,N,2
24,70000,MORTGAGE,1.0,VENTURE,25000,10.62,0,0.36,N,2
24,70000,MORTGAGE,2.0,PERSONAL,12000,17.56,0,0.17,Y,3
24,70000,MORTGAGE,8.0,HOMEIMPROVEMENT,4800,11.36,0,0.07,N,2
24,45000,RENT,0.0,VENTURE,10000,13.11,0,0.22,Y,4
25,70000,MORTGAGE,9.0,MEDICAL,12800,13.11,0,0.18,Y,4
22,70000,MORTGAGE,6.0,MEDICAL,11000,11.36,0,0.16,N,3
24,70000,MORTGAGE,8.0,VENTURE,6000,7.88,0,0.09,N,3
25,45000,RENT,3.0,MEDICAL,10000,12.87,0,0.22,Y,3
22,39000,RENT,3.0,EDUCATION,10000,,1,0.26,Y,3
21,45000,RENT,5.0,EDUCATION,10000,,0,0.22,N,2
24,39000,RENT,1.0,DEBTCONSOLIDATION,10000,14.11,1,0.26,N,3
25,45000,RENT,1.0,DEBTCONSOLIDATION,10000,11.89,0,0.22,N,3
26,70000,MORTGAGE,0.0,EDUCATION,7000,7.88,0,0.1,N,4
25,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,14000,10.25,0,0.2,N,4
23,70000,MORTGAGE,5.0,PERSONAL,3000,7.51,0,0.04,N,4
23,70000,MORTGAGE,1.0,VENTURE,10000,10.99,0,0.14,N,4
26,45000,RENT,4.0,MEDICAL,10000,14.11,0,0.22,Y,2
24,70000,OWN,0.0,EDUCATION,15000,12.18,0,0.21,N,2
25,70000,OWN,9.0,HOMEIMPROVEMENT,5000,8.59,0,0.07,N,3
23,23000,RENT,0.0,PERSONAL,4325,11.11,0,0.19,N,3
23,48000,RENT,1.0,VENTURE,4325,5.42,0,0.09,N,4
25,23000,RENT,4.0,MEDICAL,4300,11.86,0,0.19,N,3
24,30000,RENT,1.0,MEDICAL,4300,9.63,0,0.14,N,4
22,52000,RENT,7.0,DEBTCONSOLIDATION,4300,,0,0.08,Y,2
22,70000,OWN,6.0,MEDICAL,12000,12.53,0,0.17,N,2
23,108000,RENT,4.0,VENTURE,4300,11.83,0,0.04,N,4
23,30000,RENT,0.0,EDUCATION,4275,11.86,0,0.14,N,4
22,27500,RENT,1.0,VENTURE,4250,10.99,0,0.15,N,2
25,70000,MORTGAGE,9.0,HOMEIMPROVEMENT,16000,12.18,0,0.23,N,4
24,35000,RENT,8.0,PERSONAL,4250,6.99,0,0.12,N,2
24,70000,OWN,8.0,PERSONAL,24250,12.18,0,0.35,N,2
23,45600,RENT,5.0,MEDICAL,4250,,0,0.09,Y,2
22,50000,RENT,7.0,MEDICAL,4250,12.69,0,0.09,N,4
23,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,11.14,0,0.21,N,4
26,70000,MORTGAGE,10.0,HOMEIMPROVEMENT,12000,8.94,0,0.17,N,2
26,48000,RENT,10.0,PERSONAL,4225,9.83,0,0.09,N,2
22,70000,MORTGAGE,6.0,PERSONAL,25000,15.31,0,0.36,Y,4
22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,13.92,0,0.21,N,2
22,45500,RENT,0.0,VENTURE,10000,5.99,0,0.22,N,4
26,70000,MORTGAGE,1.0,MEDICAL,7000,14.26,0,0.1,Y,4
24,39600,RENT,7.0,HOMEIMPROVEMENT,10000,10.36,1,0.25,N,3
24,70000,MORTGAGE,1.0,EDUCATION,9000,11.83,0,0.13,N,3
24,70000,MORTGAGE,8.0,VENTURE,10000,7.74,0,0.14,N,3
22,45600,RENT,5.0,VENTURE,10000,14.61,0,0.22,N,4
23,45756,RENT,8.0,MEDICAL,10000,7.29,0,0.22,N,2
26,70000,MORTGAGE,3.0,PERSONAL,5400,12.53,0,0.08,N,4
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,12000,11.26,0,0.17,N,4
22,70000,OWN,0.0,MEDICAL,15000,11.26,0,0.21,N,3
23,70000,MORTGAGE,5.0,EDUCATION,20000,12.21,0,0.29,N,4
23,70000,MORTGAGE,4.0,VENTURE,6000,13.16,0,0.09,N,4
22,70000,MORTGAGE,0.0,EDUCATION,9600,15.37,0,0.14,N,2
22,46200,RENT,0.0,VENTURE,10000,7.29,0,0.22,N,3
24,46256,RENT,7.0,EDUCATION,10000,11.48,0,0.22,N,3
23,46585,RENT,3.0,MEDICAL,10000,13.57,0,0.21,Y,4
23,70000,MORTGAGE,4.0,EDUCATION,8400,8.0,0,0.12,N,3
22,70000,MORTGAGE,2.0,EDUCATION,16000,16.63,0,0.23,Y,3
22,70000,MORTGAGE,3.0,EDUCATION,18000,14.42,0,0.26,N,3
21,30000,RENT,0.0,EDUCATION,4200,6.92,0,0.14,N,4
25,30000,RENT,0.0,MEDICAL,4200,12.23,0,0.14,Y,4
24,70000,OTHER,4.0,PERSONAL,9000,9.63,0,0.13,N,2
22,30000,RENT,2.0,VENTURE,4200,15.31,1,0.14,Y,2
24,70000,MORTGAGE,2.0,PERSONAL,8950,11.89,0,0.13,N,3
25,31200,RENT,4.0,MEDICAL,4200,8.9,0,0.13,N,3
22,31200,RENT,3.0,VENTURE,4200,13.57,0,0.13,Y,2
26,34000,RENT,4.0,PERSONAL,4200,16.82,1,0.12,Y,3
24,70000,MORTGAGE,1.0,VENTURE,15000,11.46,0,0.21,N,2
26,34400,RENT,5.0,MEDICAL,4200,8.9,0,0.12,N,3
24,70000,MORTGAGE,9.0,MEDICAL,7500,8.32,0,0.11,N,2
22,29000,RENT,6.0,HOMEIMPROVEMENT,4200,6.62,1,0.14,N,2
21,29000,RENT,2.0,MEDICAL,4200,15.62,1,0.14,Y,3
24,35000,RENT,0.0,PERSONAL,4200,10.37,0,0.12,N,4
22,29000,RENT,0.0,HOMEIMPROVEMENT,4200,,1,0.14,N,2
22,36000,RENT,7.0,PERSONAL,4200,,0,0.12,N,4
21,36895,RENT,6.0,MEDICAL,4200,9.32,0,0.11,N,3
26,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,12.17,1,0.13,N,4
25,36996,RENT,4.0,MEDICAL,4200,11.11,0,0.11,N,3
24,38400,RENT,8.0,VENTURE,4200,6.76,0,0.11,N,4
21,40000,RENT,0.0,MEDICAL,4200,7.51,0,0.1,N,4
25,40000,RENT,2.0,EDUCATION,4200,9.63,0,0.1,N,2
24,70092,MORTGAGE,0.0,DEBTCONSOLIDATION,13950,11.14,0,0.2,N,2
23,41000,RENT,5.0,EDUCATION,4200,14.54,0,0.1,Y,3
23,70200,MORTGAGE,3.0,MEDICAL,5000,7.14,0,0.07,N,2
24,42000,RENT,9.0,EDUCATION,4200,7.9,0,0.1,N,2
25,70224,MORTGAGE,1.0,EDUCATION,21000,13.22,0,0.3,N,4
23,70236,MORTGAGE,7.0,EDUCATION,8700,13.47,0,0.12,Y,4
22,36000,RENT,4.0,MEDICAL,4200,9.91,1,0.12,N,2
25,36499,RENT,1.0,HOMEIMPROVEMENT,4200,10.99,1,0.12,N,4
22,70404,MORTGAGE,5.0,EDUCATION,14075,14.74,0,0.2,Y,4
25,37000,RENT,1.0,DEBTCONSOLIDATION,4200,,1,0.11,Y,2
24,47500,RENT,4.0,PERSONAL,4200,8.9,0,0.09,N,4
23,70500,OWN,2.0,EDUCATION,10500,13.92,0,0.15,N,4
26,48000,RENT,10.0,MEDICAL,4200,6.92,0,0.09,N,3
23,70572,MORTGAGE,8.0,EDUCATION,14500,5.99,0,0.21,N,3
22,70600,MORTGAGE,6.0,MEDICAL,7450,13.06,0,0.11,Y,4
26,55080,MORTGAGE,10.0,MEDICAL,2500,7.66,1,0.04,N,3
26,70800,MORTGAGE,6.0,EDUCATION,8500,6.54,0,0.12,N,3
23,70800,MORTGAGE,6.0,EDUCATION,9600,,0,0.14,N,4
26,70885,MORTGAGE,10.0,DEBTCONSOLIDATION,1000,6.39,0,0.01,N,4
24,55243,MORTGAGE,6.0,MEDICAL,2900,9.62,1,0.04,N,2
26,53000,RENT,11.0,EDUCATION,4200,14.22,0,0.08,N,4
25,71000,MORTGAGE,9.0,DEBTCONSOLIDATION,7200,6.62,0,0.1,N,4
23,55000,RENT,7.0,MEDICAL,4200,9.91,0,0.08,N,3
23,71000,MORTGAGE,7.0,EDUCATION,9600,7.51,0,0.14,N,4
25,65000,MORTGAGE,4.0,PERSONAL,6000,8.9,1,0.09,N,2
26,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,4400,5.42,0,0.06,N,4
23,71000,MORTGAGE,7.0,DEBTCONSOLIDATION,7500,9.99,0,0.11,N,3
25,71000,MORTGAGE,,VENTURE,4800,13.49,0,0.07,Y,3
21,71000,MORTGAGE,5.0,VENTURE,6000,,0,0.08,N,4
22,71000,MORTGAGE,6.0,VENTURE,1500,15.23,0,0.02,Y,2
23,54000,RENT,2.0,MEDICAL,4200,10.99,1,0.08,N,2
26,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,6000,15.62,0,0.08,N,3
24,71000,OWN,4.0,PERSONAL,14000,10.99,0,0.2,N,3
23,61000,RENT,3.0,PERSONAL,4200,6.03,0,0.07,N,4
23,71000,MORTGAGE,7.0,VENTURE,8500,5.79,0,0.12,N,2
23,62000,RENT,2.0,MEDICAL,4200,5.42,0,0.07,N,3
25,63000,RENT,6.0,VENTURE,4200,14.22,0,0.07,N,4
25,71000,OWN,,VENTURE,3250,5.79,0,0.05,N,2
24,71000,MORTGAGE,6.0,MEDICAL,10000,10.36,0,0.14,N,4
24,71000,OWN,,HOMEIMPROVEMENT,10000,5.79,0,0.14,N,3
24,71000,MORTGAGE,8.0,EDUCATION,3500,11.49,0,0.05,N,2
26,65000,RENT,3.0,HOMEIMPROVEMENT,4200,7.29,0,0.06,N,2
25,65000,RENT,2.0,DEBTCONSOLIDATION,4200,,0,0.06,N,2
23,60996,RENT,2.0,PERSONAL,4200,15.58,1,0.07,N,2
22,55250,MORTGAGE,2.0,MEDICAL,7400,14.84,1,0.11,N,2
26,69000,RENT,6.0,HOMEIMPROVEMENT,4200,6.62,0,0.06,N,3
24,71000,MORTGAGE,8.0,EDUCATION,20000,11.36,0,0.28,N,2
22,71000,MORTGAGE,6.0,PERSONAL,3200,7.4,0,0.05,N,2
22,72500,RENT,6.0,DEBTCONSOLIDATION,4200,11.71,0,0.06,N,3
21,30000,RENT,2.0,MEDICAL,4150,6.76,0,0.14,N,3
23,100000,RENT,4.0,VENTURE,4150,10.65,0,0.04,N,2
25,22812,RENT,5.0,EDUCATION,4125,14.54,0,0.18,Y,2
23,20000,RENT,0.0,EDUCATION,4100,13.49,0,0.2,N,4
22,30000,RENT,3.0,EDUCATION,4100,14.26,0,0.14,Y,3
23,71004,OWN,1.0,EDUCATION,15000,13.47,0,0.21,Y,3
22,38004,RENT,0.0,MEDICAL,4100,11.49,0,0.11,N,4
23,42000,RENT,1.0,MEDICAL,4100,7.88,0,0.1,N,2
23,38000,RENT,1.0,MEDICAL,4100,,1,0.11,N,4
26,71040,MORTGAGE,1.0,DEBTCONSOLIDATION,3000,5.79,0,0.04,N,2
26,71046,MORTGAGE,10.0,DEBTCONSOLIDATION,6500,10.99,0,0.09,N,4
22,48000,RENT,1.0,DEBTCONSOLIDATION,4100,11.99,0,0.09,N,3
26,57000,RENT,10.0,MEDICAL,4100,10.59,0,0.07,N,3
22,71201,MORTGAGE,3.0,MEDICAL,12000,11.71,0,0.17,N,4
26,70000,RENT,10.0,PERSONAL,4075,5.42,0,0.06,N,3
24,14400,RENT,4.0,MEDICAL,4050,6.91,1,0.28,N,4
26,50500,RENT,0.0,HOMEIMPROVEMENT,4050,7.88,0,0.08,N,4
25,71328,MORTGAGE,3.0,EDUCATION,25000,14.96,0,0.35,Y,3
22,71400,MORTGAGE,,EDUCATION,3000,10.99,0,0.04,N,3
25,82000,RENT,2.0,VENTURE,4050,9.99,0,0.05,N,2
23,25000,RENT,1.0,VENTURE,4025,9.91,0,0.16,N,4
24,54000,RENT,3.0,EDUCATION,4025,6.76,0,0.07,N,2
24,71496,MORTGAGE,5.0,PERSONAL,15000,15.95,0,0.21,Y,3
26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,7500,10.99,0,0.1,N,3
21,12000,RENT,0.0,MEDICAL,4000,10.65,1,0.33,N,4
25,71500,MORTGAGE,2.0,EDUCATION,9250,12.53,0,0.13,N,4
24,12000,RENT,0.0,PERSONAL,4000,13.8,1,0.33,Y,3
21,12000,RENT,,HOMEIMPROVEMENT,4000,10.99,1,0.33,N,3
21,71688,MORTGAGE,2.0,EDUCATION,7500,13.17,0,0.1,Y,4
26,46877,RENT,,DEBTCONSOLIDATION,10000,5.42,0,0.21,N,2
25,71711,MORTGAGE,9.0,EDUCATION,4800,,0,0.07,N,3
26,71760,MORTGAGE,10.0,PERSONAL,3000,19.91,0,0.04,N,3
26,46999,RENT,2.0,VENTURE,10000,10.99,0,0.21,N,3
26,47004,RENT,5.0,PERSONAL,10000,15.05,0,0.21,N,2
24,72000,MORTGAGE,8.0,PERSONAL,18000,7.9,0,0.25,N,2
21,48000,RENT,0.0,PERSONAL,10000,6.03,0,0.21,N,3
23,72000,MORTGAGE,5.0,PERSONAL,12000,16.29,0,0.17,N,2
23,48000,RENT,6.0,VENTURE,10000,15.62,0,0.21,Y,2
22,48000,RENT,2.0,VENTURE,10000,13.49,0,0.21,N,4
25,72000,MORTGAGE,9.0,EDUCATION,14000,12.42,0,0.19,N,2
25,42000,RENT,3.0,VENTURE,10000,13.8,1,0.24,N,3
24,72000,OWN,,VENTURE,16000,12.42,0,0.22,N,3
24,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,5000,6.03,0,0.07,N,3
22,72000,MORTGAGE,6.0,PERSONAL,5000,12.69,0,0.07,N,3
25,42000,RENT,2.0,DEBTCONSOLIDATION,10000,14.91,1,0.24,Y,3
23,48000,RENT,1.0,DEBTCONSOLIDATION,10000,7.29,0,0.21,N,2
23,72000,MORTGAGE,7.0,EDUCATION,5000,,0,0.07,N,3
23,72000,MORTGAGE,7.0,VENTURE,4200,12.42,0,0.06,N,3
25,72000,MORTGAGE,2.0,MEDICAL,5000,6.03,0,0.07,N,3
21,48000,RENT,1.0,DEBTCONSOLIDATION,10000,5.79,0,0.21,N,2
23,48000,RENT,0.0,VENTURE,10000,9.25,0,0.21,N,3
23,72000,MORTGAGE,7.0,VENTURE,2400,12.69,0,0.03,N,2
23,42000,RENT,0.0,HOMEIMPROVEMENT,10000,15.58,1,0.24,Y,3
24,72000,MORTGAGE,8.0,PERSONAL,12000,6.03,0,0.17,N,2
22,72000,MORTGAGE,,DEBTCONSOLIDATION,7200,7.9,0,0.1,N,3
26,72000,MORTGAGE,10.0,MEDICAL,17000,10.65,0,0.24,N,4
24,56100,MORTGAGE,0.0,MEDICAL,6000,11.71,1,0.09,N,4
24,72000,MORTGAGE,4.0,VENTURE,17000,,0,0.24,N,4
22,72000,OWN,2.0,MEDICAL,15000,7.9,0,0.21,N,2
25,72000,MORTGAGE,9.0,PERSONAL,18000,20.89,0,0.25,Y,4
25,48000,RENT,2.0,EDUCATION,10000,11.86,0,0.21,N,3
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,4800,10.65,0,0.07,N,3
24,48000,RENT,7.0,PERSONAL,10000,14.22,0,0.21,Y,4
24,72000,MORTGAGE,2.0,EDUCATION,1000,15.23,0,0.01,Y,3
24,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,6000,7.49,0,0.08,N,4
26,72000,MORTGAGE,3.0,MEDICAL,5000,8.49,0,0.07,N,3
26,48000,RENT,1.0,EDUCATION,10000,8.94,0,0.21,N,4
26,72000,MORTGAGE,10.0,EDUCATION,16000,,0,0.22,N,3
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,24000,7.49,0,0.33,N,3
26,48000,RENT,2.0,MEDICAL,10000,12.21,0,0.21,N,3
23,48000,RENT,1.0,EDUCATION,10000,12.84,0,0.21,N,4
22,42000,RENT,6.0,MEDICAL,10000,16.32,1,0.24,Y,4
23,72000,MORTGAGE,7.0,EDUCATION,20000,7.49,0,0.28,N,2
23,72000,OWN,,PERSONAL,15000,6.99,0,0.21,N,2
23,48000,RENT,1.0,PERSONAL,10000,13.79,0,0.21,N,3
23,42000,RENT,7.0,DEBTCONSOLIDATION,10000,,1,0.24,Y,3
23,66000,MORTGAGE,7.0,DEBTCONSOLIDATION,4000,15.62,1,0.06,Y,4
23,56100,MORTGAGE,3.0,MEDICAL,5650,10.99,1,0.09,N,3
22,48132,RENT,5.0,MEDICAL,10000,11.71,0,0.21,N,4
25,72000,MORTGAGE,9.0,EDUCATION,9000,15.62,0,0.13,N,4
23,42720,RENT,1.0,EDUCATION,10000,16.89,1,0.23,Y,4
24,48720,RENT,,PERSONAL,10000,13.85,0,0.21,N,4
22,48996,RENT,4.0,EDUCATION,10000,12.87,0,0.2,N,2
22,43000,RENT,3.0,MEDICAL,10000,16.77,1,0.23,N,2
22,72000,MORTGAGE,3.0,EDUCATION,8400,5.42,0,0.12,N,2
24,49200,RENT,8.0,VENTURE,10000,13.49,0,0.2,N,3
24,72000,MORTGAGE,8.0,MEDICAL,6000,13.49,0,0.08,N,2
24,43500,RENT,6.0,MEDICAL,10000,13.62,1,0.23,Y,3
24,72000,OWN,8.0,HOMEIMPROVEMENT,9000,7.49,0,0.13,N,4
26,49571,RENT,1.0,VENTURE,10000,13.11,0,0.2,Y,3
24,49639,RENT,8.0,MEDICAL,10000,,0,0.2,N,3
26,72000,MORTGAGE,7.0,VENTURE,16000,10.59,0,0.22,N,3
22,49920,RENT,6.0,DEBTCONSOLIDATION,10000,11.14,0,0.2,N,2
24,72000,MORTGAGE,1.0,PERSONAL,12000,5.42,0,0.17,N,2
24,72000,MORTGAGE,5.0,MEDICAL,11200,7.29,0,0.16,N,4
22,50000,RENT,5.0,PERSONAL,10000,11.71,0,0.2,N,3
26,72000,MORTGAGE,1.0,HOMEIMPROVEMENT,10500,15.28,0,0.15,Y,2
24,72000,MORTGAGE,7.0,PERSONAL,3000,,0,0.04,N,2
23,50000,RENT,5.0,EDUCATION,10000,7.51,0,0.2,N,3
25,72000,MORTGAGE,1.0,HOMEIMPROVEMENT,2100,7.66,0,0.03,N,3
25,72000,OWN,8.0,EDUCATION,18000,7.66,0,0.25,N,3
24,72000,MORTGAGE,2.0,EDUCATION,6000,16.77,0,0.08,Y,3
23,50000,RENT,3.0,EDUCATION,10000,9.91,0,0.2,N,3
23,50000,RENT,0.0,DEBTCONSOLIDATION,10000,,0,0.2,N,2
25,72000,OWN,3.0,VENTURE,16000,17.14,0,0.22,Y,3
21,50000,RENT,4.0,DEBTCONSOLIDATION,10000,11.71,0,0.2,N,3
21,50000,RENT,1.0,EDUCATION,10000,6.03,0,0.2,N,4
24,50000,RENT,1.0,DEBTCONSOLIDATION,10000,7.51,0,0.2,N,4
24,50000,RENT,3.0,HOMEIMPROVEMENT,10000,14.27,0,0.2,Y,4
22,72000,OWN,6.0,VENTURE,16000,10.37,0,0.22,N,3
24,72000,MORTGAGE,4.0,VENTURE,2100,,0,0.03,Y,2
25,72000,MORTGAGE,,HOMEIMPROVEMENT,2000,7.66,0,0.03,N,4
22,72000,MORTGAGE,7.0,EDUCATION,10000,,0,0.14,N,2
24,50000,RENT,1.0,PERSONAL,10000,11.71,0,0.2,N,2
26,50000,RENT,2.0,PERSONAL,10000,8.49,0,0.2,N,3
21,50000,RENT,1.0,DEBTCONSOLIDATION,10000,6.99,0,0.2,N,4
24,50000,RENT,3.0,PERSONAL,10000,7.49,0,0.2,N,2
22,50000,RENT,0.0,MEDICAL,10000,12.99,0,0.2,N,4
25,50000,RENT,6.0,EDUCATION,10000,7.49,0,0.2,N,3
22,50000,RENT,6.0,EDUCATION,10000,10.99,0,0.2,N,2
22,50000,RENT,3.0,DEBTCONSOLIDATION,10000,13.99,0,0.2,Y,2
24,72000,MORTGAGE,6.0,EDUCATION,10000,12.98,0,0.14,N,4
22,72000,MORTGAGE,6.0,EDUCATION,5000,6.54,0,0.07,N,4
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,2000,6.54,0,0.03,N,2
22,72000,MORTGAGE,6.0,PERSONAL,10800,6.91,0,0.15,N,3
24,72000,MORTGAGE,4.0,MEDICAL,5000,9.25,0,0.07,N,2
24,50000,RENT,,DEBTCONSOLIDATION,10000,7.29,0,0.2,N,4
25,44000,RENT,2.0,MEDICAL,10000,15.65,1,0.23,Y,4
22,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,3500,5.42,0,0.05,N,4
23,50000,RENT,5.0,EDUCATION,10000,9.63,0,0.2,N,3
23,50000,RENT,0.0,EDUCATION,10000,6.92,0,0.2,N,2
23,72000,MORTGAGE,7.0,EDUCATION,7000,6.17,0,0.1,N,3
23,72000,MORTGAGE,7.0,DEBTCONSOLIDATION,6000,6.17,0,0.08,N,3
24,72000,MORTGAGE,1.0,VENTURE,6000,9.99,0,0.08,N,2
23,50000,RENT,7.0,MEDICAL,10000,,0,0.2,N,2
26,50000,RENT,1.0,HOMEIMPROVEMENT,10000,6.91,0,0.2,N,2
24,56100,MORTGAGE,4.0,MEDICAL,4900,15.95,1,0.07,Y,4
23,72000,MORTGAGE,0.0,PERSONAL,5000,11.86,0,0.07,N,2
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,15000,7.88,0,0.21,N,3
23,72000,MORTGAGE,5.0,PERSONAL,8700,6.76,0,0.12,N,4
23,72000,MORTGAGE,7.0,MEDICAL,8000,13.61,0,0.11,Y,2
23,72000,MORTGAGE,7.0,VENTURE,9000,6.76,0,0.13,N,2
22,50000,RENT,4.0,MEDICAL,10000,6.17,0,0.2,N,2
24,44000,RENT,1.0,VENTURE,10000,,1,0.23,Y,3
23,72000,MORTGAGE,7.0,EDUCATION,6400,7.51,0,0.09,N,2
24,72000,MORTGAGE,8.0,VENTURE,8000,7.88,0,0.11,N,4
22,44000,RENT,2.0,VENTURE,10000,15.58,1,0.23,N,3
22,50000,RENT,6.0,MEDICAL,10000,7.88,0,0.2,N,3
24,72000,MORTGAGE,8.0,VENTURE,18000,11.86,0,0.25,N,4
23,72000,MORTGAGE,7.0,MEDICAL,5975,,0,0.08,N,3
22,72000,MORTGAGE,4.0,PERSONAL,15000,16.32,0,0.21,Y,4
26,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,,0,0.14,N,3
25,50000,RENT,4.0,EDUCATION,10000,16.82,0,0.2,Y,2
23,72000,MORTGAGE,7.0,EDUCATION,11875,10.38,0,0.16,N,3
22,50000,RENT,0.0,PERSONAL,10000,7.88,0,0.2,N,3
22,50000,RENT,6.0,EDUCATION,10000,13.57,0,0.2,Y,3
22,72000,MORTGAGE,5.0,VENTURE,12000,14.84,0,0.17,Y,4
25,72000,OWN,9.0,VENTURE,6000,7.14,0,0.08,N,4
23,50000,RENT,5.0,MEDICAL,10000,8.94,0,0.2,N,3
26,50000,RENT,0.0,MEDICAL,10000,10.95,0,0.2,N,4
22,72000,MORTGAGE,3.0,EDUCATION,5000,,0,0.07,N,2
25,50000,RENT,2.0,DEBTCONSOLIDATION,10000,10.95,0,0.2,N,3
22,50000,RENT,4.0,EDUCATION,10000,9.32,0,0.2,N,2
25,72000,MORTGAGE,9.0,HOMEIMPROVEMENT,10000,14.96,0,0.14,N,3
23,50004,RENT,7.0,EDUCATION,10000,6.17,0,0.2,N,4
25,72000,MORTGAGE,9.0,EDUCATION,3200,6.39,0,0.04,N,3
22,72000,MORTGAGE,6.0,EDUCATION,8000,16.45,0,0.11,N,4
22,50004,RENT,6.0,PERSONAL,10000,12.21,0,0.2,N,2
24,50004,RENT,2.0,VENTURE,10000,13.79,0,0.2,Y,4
23,56100,MORTGAGE,5.0,MEDICAL,18000,14.22,1,0.27,Y,2
25,72000,OWN,,HOMEIMPROVEMENT,18000,16.82,0,0.25,Y,2
22,44307,RENT,6.0,HOMEIMPROVEMENT,10000,11.36,1,0.23,N,2
25,50500,RENT,3.0,DEBTCONSOLIDATION,10000,13.85,0,0.2,N,2
24,72000,MORTGAGE,1.0,EDUCATION,16000,10.25,0,0.22,N,3
22,45000,RENT,6.0,HOMEIMPROVEMENT,10000,15.96,1,0.22,N,2
22,72000,OWN,1.0,PERSONAL,15000,10.25,0,0.21,N,3
24,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,8200,7.88,0,0.11,N,4
26,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,6600,,0,0.09,N,2
26,45000,RENT,4.0,PERSONAL,10000,11.86,1,0.22,N,4
24,51000,RENT,1.0,EDUCATION,10000,11.83,0,0.2,N,2
23,72000,MORTGAGE,5.0,MEDICAL,16000,7.4,0,0.22,N,3
26,72000,OWN,10.0,MEDICAL,10000,7.74,0,0.14,N,4
24,72000,MORTGAGE,0.0,EDUCATION,9000,,0,0.13,N,2
22,45000,RENT,1.0,VENTURE,10000,,1,0.22,N,2
24,51160,RENT,5.0,DEBTCONSOLIDATION,10000,10.75,0,0.2,N,3
26,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,,1,0.18,N,3
22,51360,RENT,4.0,EDUCATION,10000,,0,0.19,N,2
25,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,20000,11.83,0,0.28,N,4
24,72000,MORTGAGE,3.0,PERSONAL,20000,13.57,0,0.28,N,3
23,51400,RENT,2.0,PERSONAL,10000,10.65,0,0.19,N,3
22,51600,RENT,0.0,PERSONAL,10000,9.51,0,0.19,N,3
25,72000,MORTGAGE,6.0,PERSONAL,5000,12.18,0,0.07,N,3
26,51996,RENT,1.0,PERSONAL,10000,13.23,0,0.19,Y,4
24,52000,RENT,2.0,DEBTCONSOLIDATION,10000,9.91,0,0.19,N,2
24,52000,RENT,3.0,EDUCATION,10000,12.42,0,0.19,N,2
25,72000,MORTGAGE,7.0,EDUCATION,25000,11.89,0,0.35,N,2
25,52000,RENT,9.0,EDUCATION,10000,,0,0.19,N,2
24,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,12.21,0,0.11,N,4
22,52000,RENT,6.0,VENTURE,10000,11.71,0,0.19,N,3
24,52000,RENT,5.0,HOMEIMPROVEMENT,10000,11.99,0,0.19,N,4
23,46000,RENT,7.0,HOMEIMPROVEMENT,10000,13.43,1,0.22,N,4
26,66000,MORTGAGE,9.0,DEBTCONSOLIDATION,15000,14.42,1,0.23,N,2
